prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,species,species_type,label,,,,
,49.53,-124.88,100,8.7,2.33,85.8,334,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,49.57,-122.93,190,8.3,6.55,84.1,331.9,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,49.65,-124.03,150,9.4,2.88,82.4,334.8,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,49.72,-123.12,100,8.5,4.21,80.3,334.4,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,49.75,-125.12,250,8.2,2.56,86.2,331.1,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,49.88,-123.18,250,7.9,3.88,83,331.6,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,49.97,-124.75,150,9.1,2.76,82.6,332.4,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,49.97,-126.25,1000,4.4,4.97,84.1,328.8,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.02,-126.82,200,8.4,8.67,83.4,329.8,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.07,-123.1,540,6.3,3.48,84,326.6,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.08,-125.53,100,9.1,2.66,84.4,328.9,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.17,-125.22,50,9,3.48,81.7,329.8,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.18,-126.43,250,8.4,5.53,81.8,330.2,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.22,-125.55,700,6.1,3.72,85.4,326.8,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.23,-125.72,250,7.7,3.26,84.8,328.8,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.23,-125.72,300,7.5,3.26,86.7,330.9,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.35,-125.92,80,8.1,4.08,82.1,329.6,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.6,-128.25,30,8.9,7.28,88.1,330.6,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.62,-127.25,37,8.3,4.14,83.7,330.9,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.67,-128.07,20,8.3,7.82,85.3,323.7,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,50.72,-127.98,170,7.8,8.61,85.4,323.1,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,51.5,-126.13,30,7,13.14,85.4,324.4,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,52.35,-131.35,1,8.6,6.38,84.8,323.8,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,52.37,-126.58,40,6.4,3.57,80.5,327.1,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,52.37,-126.92,30,7.5,5.56,81.6,325.3,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,52.43,-126.55,150,6.2,3.78,82.4,319.9,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,53.12,-131.67,10,7.9,3.42,80.8,322,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,53.13,-132.25,20,7.9,7.86,81.4,324.6,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,53.37,-132.45,100,7.7,7.72,80.3,328,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,53.85,-132.18,10,8,4.06,83.4,323.1,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54.05,-132,10,7.3,4.23,81.7,325.5,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54.25,-128.5,60,6.1,3.67,81.9,318.8,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54.25,-129.55,10,6.6,8.92,80.8,321.1,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54.25,-130.03,160,6.8,9.56,82.4,316.5,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54.27,-130.27,46,8.1,8.61,80.2,321.3,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54.32,-129.33,20,6.8,7.77,80.5,318.5,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54.33,-129.28,10,5.3,5.72,78.7,324.7,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54.43,-128.92,100,5.5,3.66,81.4,317.8,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54.45,-128.48,100,5.6,3.61,81.7,320.4,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
,54,-130,200,6.5,10.84,79,319.3,49.2186,-123.0548,93,1996,10.1,2.8,North America,Alnus rubra,angiosperm,NA ALNURU Hamann et al. 1998,,,,
1,46.23,-113.77,2164,1.7,2.62,103.4,214.6,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
2,44.88,-114.3,2134,3.1,1.88,103.1,214.8,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
3,44.35,-115.22,2225,3.4,2.79,104.1,215.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
4,44.52,-115.6,1859,3.5,2.46,103,215.8,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
5,45.05,-115.92,2073,3,3.72,103.4,216.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
6,44.63,-115.57,2195,2.3,2.59,103.2,215.7,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
7,44.63,-115.6,1920,3.8,2.66,104,219,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
8,43.83,-114.62,2164,2.4,1.64,103.2,216.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
9,44.5,-114.4,2134,3.4,2.53,103.6,217.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
10,43.83,-114.25,2438,1.9,2.62,103.7,214.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
11,43.87,-114.72,2530,1.8,2.16,102,214.3,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
12,44.93,-109.52,2987,0.4,3.47,102.4,209.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
13,39.53,-111.25,2606,3.3,1.98,103.5,217.1,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
14,39.57,-111.25,2667,3.3,2.01,102.6,216.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
15,43.82,-110.38,2240,1.7,2.26,101.6,214.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
16,43.77,-110.32,2393,1.8,2.46,102.1,212.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
17,43.8,-110.23,2591,1.5,2.52,102.7,213.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
18,43.43,-110.87,1935,3.9,2.05,102.7,217,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
19,43.43,-110.92,2057,3.8,2.64,103.2,216.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
20,43.42,-110.92,2195,2.9,2.51,102.4,215.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
21,43.17,-110.52,2210,0.5,1.97,101.5,214.7,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
22,43.18,-110.27,2347,0,1.85,102.3,214.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
23,43.07,-110.87,2012,3.4,2.35,102.5,215.1,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
24,42.73,-110.68,2225,2.8,2.6,102.4,213.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
25,42.67,-110.68,2332,2.1,2.51,101.9,213.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
26,42.57,-110.68,2560,0.9,2.46,102.2,212.8,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
27,42.53,-110.63,2743,0.3,2.49,101.7,212.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
28,41.9,-111.48,2408,4.2,2.33,102.1,214.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
29,41.58,-111.43,2560,3.2,2.37,102.7,214.8,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
30,40.62,-111.58,2560,4,2.41,102.7,215.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
31,40.58,-111.02,2499,4.2,2.24,102.9,216.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
32,40.63,-110.97,2652,2.9,2.66,103.2,214.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
33,40.28,-111.28,2637,2.8,2.16,102.1,215.7,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
34,39.83,-111.72,2835,3.4,2.31,102.3,216.7,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
35,39.6,-111.22,2606,3.6,2.09,103.3,215.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
36,39.45,-111.27,2682,3.4,2.27,102.4,214.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
37,39.6,-111.3,2758,3.2,2.09,101.9,215.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
38,39.13,-111.38,2926,4.9,2.42,102.9,216.1,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
39,38.22,-112.43,2926,3.6,2.79,104.6,216.8,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
40,38.02,-111.72,2850,4.3,1.98,102.5,216.7,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
41,38.03,-111.68,2911,4.1,1.95,103.2,217,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
42,37.53,-112.77,2865,2.9,2.52,103.5,216.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
43,37.57,-112.83,3018,2.4,2.64,102.3,215.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
44,37.58,-112.87,3231,2.1,2.7,101.6,215.1,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
45,37.87,-109.47,2804,5.4,2.84,103.4,219.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
46,37.85,-109.45,2972,4.6,2.79,102.3,216.3,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
47,37.85,-109.47,3109,4.1,2.94,103.5,217.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
48,43.5,-110.98,2256,3.1,3.04,102.6,214.6,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
49,43.78,-110.13,2728,0.2,2.68,102.5,208.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
50,41.68,-111.42,2469,3.7,1.95,102.9,216.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
51,41.88,-111.65,2637,3.2,2.98,102.9,213.1,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
52,41.88,-111.63,2438,4.1,2.94,102.6,214.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
53,41.88,-111.6,2103,5.2,2.6,101.6,214.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
54,41.68,-111.37,2301,4.8,1.94,102.1,214.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
55,40.78,-110.88,2789,3.1,2.77,102.2,213.8,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
56,40.75,-110.87,2941,2.3,2.84,104.3,215.6,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
57,40.93,-110.67,3124,1.8,2.62,104,215,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
58,36.73,-106.3,2972,2.8,2.48,103.9,224.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
59,33.4,-105.78,2926,5.5,4.73,103.7,180,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
60,35.33,-111.7,2774,4.9,3.19,102.6,226.3,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
61,40.72,-110.85,3178,1,2.94,102.2,212.7,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
62,40.78,-109.58,2835,2.5,2.85,100.8,212.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
63,40.77,-109.78,3048,1.8,3.05,106.2,215.1,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
64,40.77,-109.83,3292,-0.2,3.05,103.4,211.4,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
65,40.6,-110.02,2621,5.2,2.56,103,216,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
66,40.72,-110.03,2987,0.9,2.98,103.2,214.6,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
67,40.78,-110.02,3185,0.1,3.36,102.8,212.7,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
68,41.92,-113.4,2713,2.8,2.54,103.7,215.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
69,41.43,-111.52,2728,2.4,2.37,101.9,214.6,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
70,40.48,-111,2743,3.9,2.29,103.2,214.6,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
71,40.48,-111.03,2880,3,2.24,102.8,214.8,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
72,39.03,-114.3,2987,4.2,2.39,104.4,215.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
73,38.53,-112.08,3048,4,2.44,104.2,216.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
74,38.52,-112.05,3139,3.2,2.45,102.5,215.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
75,38.53,-112.07,3383,2.2,2.45,103.3,214.5,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
76,38.63,-111.65,2804,3.6,2.45,102.2,216.1,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
77,38.43,-111.47,3109,2.9,2.06,102.7,215.7,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
78,38.48,-111.47,2850,3.9,2,102.9,216.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
79,38.47,-111.47,2972,3.3,2.04,104.3,217.9,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
80,38.43,-111.47,3002,3.5,2.06,102.8,219.6,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
81,39.65,-110.33,2926,5,2.25,103.5,216.2,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
82,39.25,-111.43,3139,1.5,2.23,102.6,213.8,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
83,39.17,-111.48,3261,1.2,2.41,103.1,215,46.7,-117,690,n.d.,8.1,1.55,North America,Picea engelmannii,gymnosperm,NG PICEEN Rehfeldt 1994,,,,
